customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST021702,64,Male,South,Graduate,Self-Employed,427005.24,84361.21,Business,607.15,0,68,53.31,2022-08-11,0
CUST073842,53,Male,West,Primary,Salaried,382847.5,568900.74,Business,693.53,1,135,56.34,2021-12-21,0
CUST014347,31,Female,North,Post-Graduate,Salaried,678818.51,1027433.16,Car,706.89,1,172,62.08,2021-01-09,1
CUST089252,32,Male,North,Graduate,Salaried,380996.28,673327.86,Business,566.8,1,131,45.15,2020-01-20,1
CUST017031,41,Male,South,Graduate,Salaried,401694.54,521003.98,Car,588.65,1,91,41.1,2023-01-01,1
CUST074531,32,Female,West,Secondary,Salaried,730921.18,456237.94,Home,693.27,2,139,33.12,2022-08-13,0
CUST089591,35,Female,South,Graduate,Unemployed,580511.6,637394.96,Car,584.15,3,157,27.3,2020-07-16,1
CUST067478,40,Female,South,Graduate,Unemployed,297078.42,668073.01,Home,561.47,1,123,40.48,2018-06-14,1
CUST004507,49,Male,North,Primary,Self-Employed,180975.51,534099.39,Home,646.88,1,122,52.25,2017-03-23,0
CUST078303,47,Female,South,Graduate,Salaried,287575.98,606060.49,Home,594.89,1,83,5.24,2019-06-15,1
CUST069791,44,Female,West,Secondary,Self-Employed,194980.09,45724.0,Home,624.56,0,225,23.28,2024-06-22,1
CUST053143,32,Female,West,Post-Graduate,Salaried,764290.88,100777.9,Car,784.6,1,34,49.02,2020-08-25,0
CUST054173,33,Female,North,Primary,Salaried,750111.93,513773.95,Business,770.69,0,124,76.2,2017-05-05,0
CUST090545,47,Female,West,Primary,Salaried,437558.07,917863.61,Other,673.7,1,81,14.02,2019-07-15,0
CUST092910,45,Male,East,Graduate,Salaried,378386.55,287762.44,Home,791.41,0,115,27.85,2020-11-23,0
CUST003423,50,Male,North,Secondary,Salaried,1487249.74,4202953.56,Home,753.77,1,76,47.22,2017-08-21,0
CUST010400,40,Female,East,Post-Graduate,Salaried,670704.56,3343967.6,Car,729.38,0,59,38.54,2024-06-16,0
CUST092392,29,Female,West,Graduate,Self-Employed,547194.67,2338941.65,Car,678.26,0,198,63.57,2019-06-01,1
CUST099202,29,Female,South,Secondary,Salaried,718623.13,1231686.12,Car,663.8,0,139,37.79,2024-11-25,0
CUST029561,47,Male,West,Graduate,Self-Employed,434809.83,978858.98,Home,700.21,3,41,42.76,2022-03-26,1
CUST041118,43,Female,West,Graduate,Salaried,602451.38,2610431.09,Car,526.58,4,133,31.48,2019-04-23,0
CUST048073,59,Male,South,Secondary,Self-Employed,1263180.12,5072660.23,Car,665.8,0,238,77.85,2020-02-25,1
CUST032538,26,Female,North,Graduate,Salaried,655808.51,1394668.81,Home,657.0,1,116,69.29,2020-03-12,0
CUST026978,62,Female,North,Post-Graduate,Self-Employed,565448.49,1681978.13,Home,630.87,0,161,19.34,2022-02-28,1
CUST071922,45,Male,South,Graduate,Salaried,351683.62,216812.68,Home,696.51,3,105,16.77,2017-02-05,1
CUST040368,51,Female,West,Graduate,Self-Employed,2082259.15,1243075.89,Home,678.98,1,97,40.67,2020-07-21,0
CUST073857,54,Male,West,Graduate,Salaried,294790.31,562362.33,Home,748.89,1,124,23.11,2019-05-20,0
CUST062450,48,Male,North,Graduate,Salaried,626340.26,1520472.06,Other,654.75,0,77,33.09,2025-05-04,1
CUST003117,49,Female,North,Secondary,Salaried,270674.86,138216.86,Business,718.47,2,128,49.16,2017-12-29,0
CUST072523,39,Female,South,Graduate,Salaried,758459.5,125809.52,Education,661.47,1,64,21.31,2017-10-04,0
CUST061946,44,Male,South,Graduate,Salaried,2085943.8,2605925.06,Car,723.73,1,141,27.7,2020-09-07,0
CUST071096,47,Male,South,Graduate,Self-Employed,423077.21,1557381.63,Education,669.62,1,45,50.33,2021-11-22,1
CUST011605,37,Male,South,Graduate,Salaried,769664.32,1201555.04,Car,597.81,3,103,54.69,2025-06-02,1
CUST005396,37,Male,South,Secondary,Self-Employed,1078914.55,643414.69,Other,793.99,1,118,52.29,2018-05-13,0
CUST053549,25,Male,West,Secondary,Salaried,753037.01,153585.1,Home,746.33,1,104,39.45,2022-12-25,0
CUST040494,27,Female,West,Graduate,Salaried,451682.16,1854039.62,Education,644.11,1,68,65.39,2019-04-12,1
CUST021078,46,Female,West,Graduate,Salaried,1521372.79,5382251.32,Home,593.35,0,53,67.41,2017-07-06,1
CUST056375,48,Male,West,Secondary,Salaried,127955.54,146136.14,Education,635.4,1,84,37.73,2018-03-08,1
CUST083629,29,Male,East,Graduate,Self-Employed,656942.54,2096322.84,Home,545.93,1,24,78.27,2021-12-11,1
CUST094229,32,Female,South,Primary,Salaried,870483.36,1592399.32,Other,691.1,1,269,34.31,2020-09-16,0
CUST045129,48,Female,East,Primary,Salaried,1160639.43,3279850.9,Other,618.93,3,49,41.33,2017-04-06,0
CUST039214,34,Male,North,Secondary,Salaried,928418.99,2030950.9,Home,728.75,1,48,38.71,2021-04-16,0
CUST068270,35,Female,South,Secondary,Self-Employed,120000.0,254189.52,Business,599.96,1,93,92.7,2025-04-26,1
CUST021783,68,Male,East,Secondary,Self-Employed,1093035.42,5622904.87,Other,630.23,1,78,70.85,2018-03-19,1
CUST034251,38,Male,North,Graduate,Salaried,1179319.94,3963766.11,Business,713.12,1,55,26.5,2020-01-04,0
CUST089192,37,Female,North,Secondary,Salaried,881354.0,1244224.9,Car,740.85,1,224,21.01,2017-06-12,0
CUST065516,25,Male,West,Secondary,Salaried,3229690.45,4302475.53,Business,795.67,2,127,65.36,2026-10-09,0
CUST039011,39,Female,East,Secondary,Salaried,889001.13,1723734.55,Car,681.32,1,74,31.52,2022-09-17,0
CUST028057,44,Female,South,Post-Graduate,Self-Employed,951525.28,140358.81,Car,773.09,0,98,54.53,2023-01-29,0
CUST067973,30,Female,East,Secondary,Salaried,658965.98,2366313.43,Car,829.18,2,114,49.89,2024-09-30,0
CUST032582,37,Female,West,Graduate,Salaried,536953.93,1471388.63,Other,629.37,0,57,49.74,2019-09-10,1
CUST041828,49,Male,South,Graduate,Salaried,418852.43,651883.13,Business,688.89,2,85,33.27,2018-06-13,0
CUST080842,38,Male,South,Post-Graduate,Unemployed,460147.82,322280.93,Home,712.1,1,16,19.96,2020-04-19,0
CUST098520,45,Female,North,Graduate,Salaried,417807.34,917173.67,Car,662.15,1,111,32.02,2025-06-30,0
CUST012996,60,Female,East,Primary,Self-Employed,573302.18,1840233.59,Home,487.51,2,75,50.11,2022-05-28,0
CUST041848,51,Female,North,Graduate,Salaried,1065045.11,1207800.31,Home,794.0,1,95,80.6,2018-10-20,0
CUST022175,51,Female,West,Primary,Self-Employed,452786.35,461629.18,Home,663.04,0,124,43.6,2024-01-02,1
CUST039913,46,Female,South,Primary,Salaried,3339759.62,10764718.77,Car,651.49,1,92,44.49,2023-05-03,1
CUST097409,39,Male,West,Graduate,Self-Employed,1171346.58,845472.32,Car,670.91,1,104,60.26,2025-04-09,0
CUST032783,37,Male,North,Post-Graduate,Salaried,514947.96,1346706.12,Education,707.19,3,81,19.8,2017-08-02,0
CUST060774,25,Male,North,Graduate,Salaried,1124626.53,4150471.32,Other,689.03,0,131,69.07,2024-10-29,1
CUST051406,56,Male,South,Secondary,Unemployed,689576.11,696766.93,Education,533.02,1,107,53.48,2017-10-13,1
CUST004008,38,Female,South,Post-Graduate,Salaried,311517.62,501140.81,Car,615.46,0,119,23.3,2019-08-30,1
CUST032639,45,Male,North,Post-Graduate,Self-Employed,556469.98,1912246.18,Car,709.86,3,85,33.06,2023-03-26,1
CUST037153,50,Male,West,Secondary,Salaried,1469712.05,4819529.04,Other,698.37,1,118,58.03,2024-10-25,0
CUST092554,48,Female,South,Graduate,Salaried,1666346.19,797284.9,Education,760.59,1,120,12.24,2025-09-01,0
CUST045948,29,Female,North,Post-Graduate,Self-Employed,1340447.65,5678535.34,Other,542.11,3,48,61.01,2026-01-10,1
CUST050816,39,Female,West,Secondary,Self-Employed,954523.87,4458640.39,Business,706.73,1,92,26.93,2019-06-04,0
CUST004023,46,Female,West,Secondary,Salaried,976724.62,4273358.14,Home,621.31,1,114,34.45,2017-06-28,0
CUST018929,25,Female,North,Secondary,Salaried,356430.68,539655.48,Other,566.14,0,98,49.7,2021-02-18,1
CUST034441,26,Female,South,Secondary,Salaried,605531.79,2719372.83,Education,674.62,0,84,27.11,2017-10-03,1
CUST033318,29,Female,North,Secondary,Salaried,516873.08,1012664.15,Other,635.5,4,58,36.59,2020-03-25,1
CUST030471,42,Male,East,Post-Graduate,Self-Employed,2412546.68,1344657.89,Home,777.6,2,111,31.53,2019-05-10,0
CUST087889,53,Male,West,Graduate,Self-Employed,494577.07,1654612.49,Business,679.17,2,245,25.8,2018-04-19,0
CUST029139,38,Female,West,Post-Graduate,Self-Employed,431762.33,493010.48,Other,615.7,1,73,24.35,2026-05-19,0
CUST029243,49,Female,North,Graduate,Salaried,964876.92,1544995.83,Car,728.02,0,42,27.51,2018-09-07,0
CUST089018,38,Other,South,Post-Graduate,Unemployed,792781.16,5392957.24,Home,521.52,3,154,29.18,2019-09-02,1
CUST086190,34,Female,South,Secondary,Salaried,1068365.45,967177.15,Business,650.03,2,63,14.5,2022-01-05,1
CUST085584,32,Female,South,Secondary,Unemployed,650359.86,3099611.3,Business,622.09,0,268,55.61,2023-03-05,1
CUST045030,63,Male,North,Graduate,Unemployed,504564.35,1591305.78,Business,627.21,1,101,41.59,2020-05-26,1
CUST094263,29,Female,West,Post-Graduate,Salaried,353724.06,122857.59,Home,727.21,3,113,20.73,2018-06-02,0
CUST056076,25,Male,North,Graduate,Salaried,334387.51,1374765.71,Education,713.1,1,140,45.35,2024-05-26,0
CUST036198,56,Male,North,Secondary,Salaried,2422236.37,991933.31,Home,667.09,0,126,16.98,2020-01-16,0
CUST002269,34,Male,North,Primary,Salaried,550379.23,510371.14,Car,709.32,0,255,15.35,2023-11-22,1
CUST069941,49,Female,West,Graduate,Salaried,924362.81,2766612.88,Business,652.35,0,94,49.48,2017-11-11,0
CUST097413,49,Male,North,Graduate,Self-Employed,756710.32,1197199.34,Car,628.75,1,24,54.85,2025-04-22,1
CUST057698,41,Male,North,Graduate,Self-Employed,759313.67,2179721.16,Car,700.79,1,97,35.2,2019-12-02,0
CUST043860,30,Male,North,Secondary,Unemployed,678555.36,106933.7,Business,548.58,3,127,62.8,2018-01-24,1
CUST084593,38,Other,South,Graduate,Self-Employed,987059.07,1112567.73,Car,574.53,1,97,37.22,2020-04-08,1
CUST099219,35,Female,South,Post-Graduate,Self-Employed,409633.34,1097542.99,Other,640.24,1,186,52.1,2017-06-11,1
CUST026515,31,Male,South,Graduate,Salaried,702945.64,3473123.04,Education,765.49,1,126,40.3,2025-02-16,0
CUST070019,43,Male,East,Graduate,Self-Employed,722315.56,1468981.25,Car,629.96,2,72,23.59,2017-06-09,1
CUST005131,43,Male,East,Secondary,Salaried,1136624.72,1146087.62,Car,619.57,0,107,66.91,2017-04-13,0
CUST018812,62,Female,West,Graduate,Self-Employed,1466399.1,5630028.22,Car,645.62,3,63,88.25,2019-01-30,1
CUST014968,36,Male,West,Secondary,Self-Employed,1573797.92,2008286.5,Home,618.47,3,108,75.31,2017-09-30,1
CUST039899,37,Female,East,Graduate,Salaried,657035.5,185889.83,Car,645.02,1,169,28.55,2025-09-20,0
CUST081203,52,Male,East,Secondary,Salaried,859594.83,907103.08,Education,757.87,2,79,36.84,2019-12-04,0
CUST035979,60,Male,South,Post-Graduate,Self-Employed,1353214.23,1482086.29,Education,606.17,1,126,24.99,2019-01-26,1
CUST009997,57,Male,West,Post-Graduate,Salaried,1107848.87,3179399.29,Home,626.05,2,56,45.53,2026-12-28,1
CUST021899,29,Male,North,Post-Graduate,Self-Employed,1047637.38,2972212.45,Education,707.08,0,95,56.4,2022-05-07,0
CUST007782,26,Female,North,Graduate,Salaried,484696.1,2244680.74,Education,724.04,2,119,44.05,2017-10-19,1
CUST019850,36,Male,East,Graduate,Self-Employed,464226.92,1491477.19,Business,735.99,1,41,46.65,2024-06-27,0
CUST027744,53,Male,East,Secondary,Salaried,415317.02,476924.76,Car,637.74,1,190,24.76,2018-12-23,0
CUST083822,38,Female,South,Post-Graduate,Unemployed,1194030.46,4664121.18,Car,596.71,1,65,40.35,2021-12-31,1
CUST003843,40,Male,West,Graduate,Self-Employed,741511.36,689799.76,Education,694.29,2,38,49.51,2025-11-19,1
CUST021514,37,Female,South,Post-Graduate,Salaried,678639.46,1320131.91,Home,582.48,1,232,21.83,2023-03-07,1
CUST026687,66,Female,South,Graduate,Self-Employed,465801.95,1393044.52,Car,731.85,1,110,28.07,2022-11-19,0
CUST008271,36,Male,West,Graduate,Salaried,672894.85,749088.99,Home,734.77,0,151,28.43,2021-10-03,1
CUST078356,42,Female,South,Post-Graduate,Salaried,579417.12,1780969.44,Other,814.98,1,86,47.9,2017-07-03,0
CUST043439,38,Male,South,Secondary,Salaried,699455.2,1974801.34,Car,680.06,1,49,20.16,2022-01-03,0
CUST002728,34,Male,South,Graduate,Self-Employed,554919.29,1782247.75,Education,659.19,2,12,63.83,2020-01-02,0
CUST096373,27,Female,South,Secondary,Salaried,799055.53,1705615.43,Car,627.68,1,62,38.29,2018-03-14,0
CUST075624,38,Female,East,Graduate,Salaried,330286.13,1389125.62,Car,743.18,1,130,37.35,2018-02-23,1
CUST094146,47,Male,West,Secondary,Unemployed,976762.71,3719518.52,Car,682.14,3,106,26.81,2026-08-11,1
CUST027260,37,Female,East,Primary,Unemployed,547099.39,530005.71,Education,610.9,0,144,41.92,2022-08-03,1
CUST063556,62,Female,South,Graduate,Unemployed,489010.82,1274193.32,Education,632.91,0,107,61.36,2026-10-30,1
CUST026481,63,Male,West,Secondary,Unemployed,788422.69,1236080.8,Home,564.92,1,56,59.89,2017-01-08,0
CUST055448,38,Female,North,Post-Graduate,Salaried,306515.34,682759.65,Home,665.86,3,65,53.3,2018-06-29,0
CUST084058,36,Female,South,Secondary,Self-Employed,301388.92,1077635.08,Business,786.91,0,19,53.12,2021-12-12,0
CUST047223,40,Male,West,Graduate,Self-Employed,1063171.16,3881549.18,Business,717.35,3,56,80.09,2025-08-20,1
CUST049807,42,Female,South,Graduate,Salaried,777658.27,985051.59,Car,724.54,0,171,41.77,2024-11-21,0
CUST031379,33,Female,South,Graduate,Salaried,1072027.73,4480469.68,Car,617.29,1,135,61.31,2023-04-13,1
CUST027865,39,Male,West,Secondary,Salaried,1515012.69,4695341.63,Home,771.89,1,112,50.4,2023-06-04,0
CUST052111,50,Male,East,Post-Graduate,Salaried,753725.52,269187.72,Education,828.7,0,84,39.8,2021-12-23,0
CUST022385,33,Female,South,Post-Graduate,Salaried,1294602.9,481180.15,Other,612.2,2,83,26.87,2019-11-17,1
CUST013671,32,Male,East,Graduate,Salaried,494144.34,860792.19,Car,693.15,2,136,37.09,2017-03-30,1
CUST091362,36,Female,North,Graduate,Self-Employed,862081.74,1870111.07,Business,714.34,1,50,14.78,2021-08-03,0
CUST087580,53,Male,West,Post-Graduate,Self-Employed,981952.02,2266413.54,Home,673.05,1,54,55.06,2021-02-18,0
CUST022603,35,Male,East,Secondary,Salaried,478832.97,688863.77,Home,770.14,2,91,61.62,2025-02-27,0
CUST095707,38,Female,North,Graduate,Salaried,1458183.48,6854591.77,Car,670.06,2,118,74.4,2019-08-21,1
CUST034996,39,Female,South,Secondary,Unemployed,360168.01,650999.06,Business,768.41,0,32,61.47,2022-07-06,0
CUST026088,52,Female,East,Graduate,Self-Employed,766173.93,2311880.83,Business,666.02,4,248,59.16,2017-09-13,1
CUST057934,45,Male,West,Graduate,Salaried,1191788.62,3879602.97,Home,666.23,0,138,22.79,2024-09-01,0
CUST070350,41,Male,West,Secondary,Salaried,612675.69,2100708.12,Business,648.09,3,163,97.01,2025-08-01,1
CUST020534,33,Male,West,Secondary,Salaried,495375.67,2489180.99,Education,675.77,3,124,51.68,2021-04-26,1
CUST039786,34,Female,East,Graduate,Self-Employed,810210.35,860856.0,Home,674.23,1,73,21.85,2024-10-12,0
CUST098884,29,Female,South,Secondary,Salaried,301711.27,617578.09,Home,649.87,3,165,49.84,2021-08-01,0
CUST043425,32,Male,South,Secondary,Salaried,218721.18,69862.65,Education,770.8,1,87,61.23,2019-08-28,0
CUST023389,40,Male,North,Secondary,Salaried,444005.13,1019661.12,Other,652.57,1,108,49.72,2019-02-13,1
CUST026121,45,Male,West,Secondary,Salaried,609227.54,3061039.12,Business,747.8,1,153,45.51,2023-01-24,1
CUST054451,32,Male,West,Graduate,Salaried,599132.25,2145424.09,Business,762.86,2,107,48.13,2020-05-14,0
CUST030726,34,Female,West,Graduate,Salaried,239336.15,714502.82,Other,641.46,3,47,37.77,2024-06-26,1
CUST092408,50,Female,South,Graduate,Salaried,1002811.02,870514.54,Education,751.18,1,149,37.66,2020-05-13,0
CUST015698,48,Male,South,Graduate,Unemployed,781737.86,1060866.64,Home,632.46,0,58,40.22,2021-06-05,1
CUST026024,29,Female,East,Graduate,Salaried,685672.28,257669.48,Other,619.67,1,247,34.71,2026-04-30,1
CUST065803,59,Female,North,Post-Graduate,Salaried,505140.19,1927942.7,Education,821.39,1,54,50.16,2018-11-04,0
CUST027832,34,Female,North,Primary,Self-Employed,2547804.3,2360219.17,Car,719.04,2,70,44.91,2024-05-24,0
CUST007581,46,Other,East,Post-Graduate,Salaried,661378.64,1486625.7,Education,658.06,0,125,18.62,2020-04-08,1
CUST060970,31,Male,East,Secondary,Unemployed,277655.61,1041480.91,Business,671.01,1,79,36.05,2026-05-16,1
CUST079504,48,Male,East,Graduate,Salaried,798430.26,3070852.44,Home,650.8,2,112,36.94,2017-12-11,1
CUST060416,37,Male,South,Graduate,Salaried,439998.73,122330.45,Business,656.44,0,154,40.52,2023-08-08,1
CUST044211,63,Male,West,Post-Graduate,Salaried,488433.99,658117.3,Home,588.46,0,131,42.61,2026-01-13,0
CUST033622,35,Male,West,Post-Graduate,Salaried,1029644.13,4281162.32,Home,713.36,1,155,41.46,2019-12-16,0
CUST079693,42,Female,East,Secondary,Salaried,465386.08,597180.9,Car,765.69,3,179,8.69,2019-08-21,0
CUST007573,31,Female,North,Graduate,Salaried,220788.04,510532.44,Home,692.73,1,72,41.9,2017-05-05,0
CUST004344,53,Male,South,Graduate,Salaried,904390.79,520474.88,Education,773.85,0,93,27.62,2020-11-12,0
CUST063465,48,Male,East,Graduate,Salaried,273428.63,801685.63,Education,765.59,1,138,45.41,2025-03-21,0
CUST051845,43,Male,South,Graduate,Salaried,353293.25,468022.69,Business,615.2,1,66,62.18,2020-03-26,0
CUST044520,32,Female,South,Secondary,Salaried,356653.11,895333.49,Business,751.43,1,131,55.48,2021-04-23,0
CUST048159,46,Female,West,Secondary,Salaried,310732.44,825907.91,Car,665.64,2,191,15.57,2021-03-05,1
CUST089721,36,Female,West,Post-Graduate,Salaried,638749.34,868398.12,Home,708.2,0,240,35.87,2021-04-04,0
CUST030949,36,Female,East,Graduate,Self-Employed,361429.92,359105.55,Home,600.66,1,89,7.99,2019-07-10,1
CUST040134,49,Female,South,Graduate,Salaried,618464.33,787067.12,Education,708.24,1,66,16.07,2025-10-20,0
CUST011421,47,Female,West,Post-Graduate,Self-Employed,462382.46,1395652.51,Other,671.66,1,110,55.11,2024-10-27,0
CUST059522,44,Male,South,Secondary,Salaried,398466.48,810735.75,Car,691.35,1,130,44.55,2021-07-28,0
CUST058913,63,Male,North,Graduate,Unemployed,1032252.42,2585458.99,Car,642.89,0,144,30.72,2024-08-11,0
CUST008450,51,Male,South,Post-Graduate,Unemployed,1700344.53,4058820.63,Home,671.21,0,155,56.11,2021-11-22,0
CUST074497,25,Male,South,Secondary,Salaried,1085428.41,4229172.13,Home,669.12,2,122,31.02,2017-02-13,0
CUST076232,32,Female,West,Post-Graduate,Self-Employed,328350.78,863884.26,Home,669.13,1,67,14.11,2025-12-06,1
CUST065927,35,Male,East,Graduate,Salaried,296991.46,542389.42,Other,654.45,0,67,48.07,2017-04-21,0
CUST008816,48,Female,West,Graduate,Self-Employed,721586.25,1056780.69,Business,699.5,2,257,25.81,2020-12-10,1
CUST080376,54,Male,North,Graduate,Self-Employed,1821121.85,8759051.49,Other,639.91,2,81,56.67,2025-08-11,1
CUST044750,49,Male,South,Secondary,Unemployed,427033.83,905368.15,Home,700.6,2,44,36.3,2018-07-11,0
CUST099132,38,Female,North,Graduate,Salaried,2006400.47,5975147.03,Business,752.09,2,44,28.7,2022-05-01,0
CUST030283,36,Male,East,Graduate,Self-Employed,1212263.46,3547933.25,Home,733.71,1,146,43.82,2022-12-06,0
CUST001816,63,Female,West,Graduate,Salaried,633260.73,2702068.6,Business,805.32,3,57,48.75,2017-12-22,0
CUST058403,35,Male,East,Post-Graduate,Salaried,1534245.04,300769.57,Other,667.21,1,73,29.11,2023-06-30,0
CUST014122,37,Male,East,Primary,Self-Employed,592927.91,2198054.95,Home,612.35,0,33,52.08,2026-01-02,1
CUST025143,44,Female,West,Graduate,Self-Employed,488055.83,948489.17,Car,710.28,1,51,51.32,2024-11-14,1
CUST047558,46,Female,North,Graduate,Self-Employed,1938296.48,4674771.33,Education,757.25,4,122,67.39,2023-01-28,1
CUST014182,36,Male,East,Secondary,Self-Employed,840312.94,804419.17,Education,745.93,2,139,40.04,2025-12-02,0
CUST088251,24,Male,West,Post-Graduate,Self-Employed,1044033.56,2123041.89,Business,656.53,2,35,25.3,2021-12-28,0
CUST095336,64,Male,South,Graduate,Salaried,617814.1,1122211.78,Car,686.62,3,89,35.46,2021-10-27,1
CUST009592,30,Male,East,Graduate,Salaried,518491.99,1251184.0,Business,610.23,3,101,50.2,2019-06-06,1
CUST033641,32,Female,East,Graduate,Salaried,422104.75,1233075.59,Other,640.04,1,157,72.12,2022-12-05,1
CUST046101,39,Male,South,Graduate,Self-Employed,929133.16,1952704.2,Car,653.71,1,231,41.8,2022-03-20,0
CUST020901,53,Female,East,Graduate,Salaried,431502.24,460799.13,Other,730.8,0,135,32.62,2026-03-24,0
CUST035705,26,Female,North,Graduate,Salaried,325163.28,976279.04,Home,693.79,2,110,67.55,2024-12-31,1
CUST030421,56,Female,West,Graduate,Unemployed,255043.0,548453.08,Business,607.59,2,109,39.45,2025-05-27,1
CUST061584,59,Female,West,Post-Graduate,Salaried,422474.12,659026.11,Other,722.67,0,120,25.19,2022-11-11,0
CUST056193,35,Other,West,Post-Graduate,Salaried,2462626.47,12432497.73,Education,784.29,3,108,52.98,2017-04-07,1
CUST060487,45,Female,West,Post-Graduate,Unemployed,987124.07,4101700.17,Home,729.59,1,120,30.25,2026-05-11,1
CUST081966,37,Male,South,Post-Graduate,Salaried,607878.8,1178950.82,Business,670.05,0,92,16.41,2024-03-19,1
CUST085508,36,Male,East,Post-Graduate,Self-Employed,1182120.85,3604069.58,Business,713.0,1,149,50.87,2026-10-16,1
CUST017309,22,Female,West,Graduate,Salaried,403320.63,1782993.01,Education,630.15,0,131,64.98,2020-07-31,0
CUST090100,48,Female,South,Graduate,Salaried,904535.96,1610441.82,Education,616.6,2,90,21.05,2017-01-14,1
CUST043856,65,Male,West,Post-Graduate,Self-Employed,390779.24,1513720.98,Car,672.99,2,106,89.84,2019-12-24,0
CUST061960,46,Male,East,Graduate,Salaried,1959135.4,5919215.66,Other,606.21,1,101,76.74,2023-10-07,0
CUST028590,36,Female,East,Post-Graduate,Salaried,883024.49,1738366.68,Other,682.46,2,122,48.07,2023-03-30,0
CUST080788,68,Female,East,Graduate,Self-Employed,1622073.19,4794378.27,Car,608.97,1,117,69.12,2019-05-24,1
CUST043244,28,Female,West,Secondary,Salaried,789712.9,1694933.19,Car,709.17,1,146,38.09,2026-01-25,0
CUST013811,52,Male,South,Graduate,Salaried,1304806.37,5577076.6,Business,678.41,2,59,33.55,2025-06-18,1
CUST020300,28,Male,North,Graduate,Salaried,924018.41,1575844.38,Education,707.45,0,158,42.86,2021-07-02,1
CUST087359,50,Male,North,Graduate,Self-Employed,725043.07,1493376.56,Business,565.84,1,131,49.53,2024-10-08,0
CUST083835,54,Female,North,Secondary,Salaried,2272365.27,6503442.95,Car,741.89,0,118,16.95,2026-10-11,0
CUST032115,58,Female,South,Graduate,Salaried,1740484.67,4413817.08,Education,565.19,3,90,53.85,2017-04-06,1
CUST064322,54,Female,East,Secondary,Self-Employed,1720212.98,2186750.63,Business,636.76,1,28,18.42,2026-02-23,1
CUST095660,44,Female,West,Primary,Self-Employed,135062.2,353140.85,Business,663.62,0,83,20.98,2026-05-25,1
CUST055171,56,Female,South,Graduate,Salaried,632054.66,2347969.23,Education,712.57,1,70,48.73,2018-12-28,1
CUST069436,48,Male,South,Post-Graduate,Unemployed,470264.1,814127.81,Car,583.82,2,65,53.72,2017-10-05,1
CUST029212,62,Female,South,Secondary,Salaried,319381.09,446011.31,Other,750.43,1,155,70.36,2024-10-06,1
CUST000774,38,Female,North,Graduate,Salaried,1647071.9,2774533.91,Car,430.74,0,97,25.67,2024-07-06,1
CUST077329,51,Female,East,Secondary,Salaried,1472136.76,6144170.54,Business,681.13,0,133,41.54,2023-08-02,1
CUST037407,61,Female,North,Secondary,Salaried,1012813.1,2815515.1,Car,658.51,1,57,40.97,2026-01-06,1
CUST048768,46,Female,North,Graduate,Self-Employed,1330150.98,4931538.82,Business,609.55,1,84,74.61,2019-09-13,1
CUST026102,54,Male,South,Graduate,Self-Employed,341018.69,857409.18,Other,813.47,2,133,23.21,2026-11-17,1
CUST009164,37,Male,North,Secondary,Salaried,1008718.38,2172243.73,Business,655.03,4,73,20.27,2025-06-17,0
CUST096512,37,Female,West,Graduate,Salaried,239043.97,454879.63,Business,814.7,0,38,28.33,2018-11-26,0
CUST021642,44,Female,South,Post-Graduate,Salaried,1841744.66,4474127.48,Other,786.21,1,106,62.82,2024-03-15,0
CUST082182,31,Female,South,Graduate,Self-Employed,1513599.92,4462494.85,Car,610.81,2,129,60.72,2023-11-09,1
CUST023127,29,Female,South,Graduate,Unemployed,289884.93,445185.07,Business,590.37,1,101,52.55,2026-04-16,1
CUST078467,24,Female,West,Graduate,Salaried,764507.71,2684561.05,Home,673.38,1,134,16.8,2020-05-08,1
CUST026042,31,Male,West,Secondary,Salaried,212576.65,906903.18,Home,722.49,0,76,32.43,2021-07-16,1
CUST042327,34,Male,East,Secondary,Self-Employed,624741.38,1663179.44,Home,655.13,1,101,39.35,2024-09-02,1
CUST055835,31,Male,East,Secondary,Salaried,877092.8,230834.25,Car,672.62,2,132,52.95,2022-11-03,0
CUST055741,46,Male,East,Secondary,Salaried,1076977.89,556881.97,Car,782.48,4,102,32.31,2023-07-29,0
CUST017721,57,Female,North,Graduate,Salaried,1175321.15,1177025.2,Education,676.95,2,156,50.33,2023-07-16,0
CUST048154,27,Male,North,Secondary,Salaried,433556.26,1589685.89,Home,838.79,0,58,60.43,2018-02-24,0
CUST027556,29,Male,West,Graduate,Self-Employed,207987.45,467893.75,Business,718.08,2,50,46.41,2021-02-26,0
CUST044194,59,Male,East,Primary,Salaried,1139037.32,3730659.77,Business,694.6,1,151,23.41,2024-08-25,0
CUST078249,53,Male,East,Post-Graduate,Salaried,411388.88,206982.56,Car,690.63,1,72,68.47,2026-11-28,0
CUST035602,47,Female,West,Graduate,Self-Employed,2792062.66,8240667.99,Business,644.14,3,100,19.65,2020-10-24,1
CUST072161,32,Male,South,Graduate,Salaried,1285666.33,5077853.54,Car,658.77,0,154,34.5,2017-07-06,0
CUST091747,46,Female,North,Graduate,Salaried,584745.98,750113.22,Education,708.05,2,176,56.41,2026-10-08,1
CUST065704,58,Male,East,Secondary,Self-Employed,910554.15,1804352.71,Education,748.96,1,56,21.44,2017-12-19,0
